Title,Author,Year,Genre,Price,Rating
Moby Dick,Jane Austen,2005,Horror,5.33,3.7
Brave New World,F. Scott Fitzgerald,2004,Romance,21.55,2.5
Moby Dick,Margaret Atwood,1955,Fantasy,23.21,4.7
Hamlet,Stephen King,1989,Non-Fiction,9.4,1.3
To Kill a Mockingbird,J.K. Rowling,1951,Historical,28.33,1.6
Brave New World,Agatha Christie,1984,Sci-Fi,27.16,4.1
War and Peace,F. Scott Fitzgerald,1972,Drama,11.19,1.8
Brave New World,George Orwell,2012,Romance,23.94,2.2
1984,Stephen King,1957,Fantasy,18.02,4.3
Ulysses,Jane Austen,1982,Fantasy,15.95,2.9
Moby Dick,Agatha Christie,1954,Fantasy,8.64,4.2
To Kill a Mockingbird,Stephen King,1952,Non-Fiction,9.18,4.4
To Kill a Mockingbird,George Orwell,1992,Sci-Fi,6.15,2.6
Pride and Prejudice,F. Scott Fitzgerald,1965,Mystery,13.84,4.7
To Kill a Mockingbird,J.R.R. Tolkien,2020,Adventure,20.96,1.4
Ulysses,Margaret Atwood,1990,Drama,13.31,1.5
Hamlet,Jane Austen,1961,Horror,8.74,1.8
Ulysses,Mark Twain,2004,Non-Fiction,27.33,2.8
Pride and Prejudice,Jane Austen,1999,Historical,25.28,4.5
Brave New World,Ernest Hemingway,1998,Fantasy,20.81,4.7
1984,Mark Twain,2009,Historical,22.42,4.3
The Odyssey,J.R.R. Tolkien,1999,Thriller,15.64,4.2
To Kill a Mockingbird,Jane Austen,1981,Romance,11.42,4.9
Ulysses,F. Scott Fitzgerald,2013,Historical,14.88,2.3
The Great Gatsby,Agatha Christie,2012,Sci-Fi,14.12,2.4
The Great Gatsby,Mark Twain,1982,Thriller,25.09,3.5
War and Peace,Jane Austen,2016,Mystery,24.46,1.6
Pride and Prejudice,Stephen King,1970,Horror,27.61,2.7
The Odyssey,Agatha Christie,2009,Mystery,11.84,3.8
The Odyssey,J.R.R. Tolkien,2006,Historical,20.06,4.5
1984,J.K. Rowling,2016,Non-Fiction,24.46,4.7
Hamlet,J.R.R. Tolkien,2019,Non-Fiction,24.26,1.3
To Kill a Mockingbird,George Orwell,1950,Horror,22.45,2.6
1984,F. Scott Fitzgerald,1950,Non-Fiction,19.53,3.3
Hamlet,J.R.R. Tolkien,2007,Sci-Fi,23.15,3.2
To Kill a Mockingbird,Agatha Christie,1982,Sci-Fi,29.33,4.2
Hamlet,F. Scott Fitzgerald,1994,Adventure,22.87,2.4
Hamlet,George Orwell,2002,Horror,7.01,3.0
Ulysses,J.R.R. Tolkien,1994,Adventure,11.77,1.1
To Kill a Mockingbird,George Orwell,1966,Romance,17.29,3.7
Brave New World,J.R.R. Tolkien,1954,Fantasy,24.29,3.4
Brave New World,J.R.R. Tolkien,1982,Drama,11.7,2.6
Brave New World,J.R.R. Tolkien,2003,Thriller,23.5,4.1
Pride and Prejudice,Agatha Christie,1964,Mystery,11.71,3.6
The Great Gatsby,Ernest Hemingway,1981,Sci-Fi,22.71,3.3
To Kill a Mockingbird,Ernest Hemingway,2014,Fantasy,16.26,2.6
The Great Gatsby,F. Scott Fitzgerald,1989,Adventure,20.94,3.8
Moby Dick,Agatha Christie,2020,Thriller,10.63,2.0
To Kill a Mockingbird,Agatha Christie,1993,Mystery,19.58,2.2
The Great Gatsby,J.R.R. Tolkien,2019,Fantasy,17.18,2.2
Brave New World,Stephen King,1957,Horror,10.29,3.0
Hamlet,Agatha Christie,2015,Sci-Fi,18.38,3.7
1984,Margaret Atwood,2000,Adventure,7.45,1.3
The Odyssey,J.R.R. Tolkien,1994,Thriller,24.44,3.3
Hamlet,J.R.R. Tolkien,1990,Mystery,5.03,2.0
War and Peace,J.K. Rowling,2010,Drama,17.69,4.8
Moby Dick,Ernest Hemingway,1968,Sci-Fi,10.69,4.3
To Kill a Mockingbird,Margaret Atwood,1999,Historical,22.01,4.2
The Great Gatsby,Margaret Atwood,1993,Historical,16.43,2.9
The Odyssey,J.R.R. Tolkien,1998,Non-Fiction,20.15,2.2
Brave New World,J.K. Rowling,1969,Non-Fiction,29.02,4.0
Ulysses,J.K. Rowling,1955,Sci-Fi,24.66,1.9
To Kill a Mockingbird,George Orwell,2002,Historical,19.12,4.2
Ulysses,Agatha Christie,2019,Adventure,17.67,3.0
War and Peace,Jane Austen,1994,Adventure,20.79,4.7
Moby Dick,Mark Twain,1971,Drama,8.23,3.7
Hamlet,Ernest Hemingway,2019,Drama,26.2,4.9
Ulysses,Mark Twain,2014,Adventure,29.76,4.3
Moby Dick,J.R.R. Tolkien,1980,Mystery,13.91,3.7
The Odyssey,Stephen King,1968,Historical,6.98,3.0
The Great Gatsby,Stephen King,2006,Sci-Fi,18.59,4.2
Pride and Prejudice,Ernest Hemingway,2008,Horror,24.64,1.9
To Kill a Mockingbird,Stephen King,2002,Mystery,25.42,4.7
Hamlet,Ernest Hemingway,2017,Historical,11.02,1.7
To Kill a Mockingbird,Stephen King,1995,Historical,21.18,4.7
The Great Gatsby,Jane Austen,1961,Romance,26.36,2.5
The Great Gatsby,Stephen King,1985,Thriller,20.01,4.2
War and Peace,Margaret Atwood,1966,Thriller,24.36,3.9
To Kill a Mockingbird,J.K. Rowling,1983,Historical,15.37,1.1
Hamlet,Margaret Atwood,1992,Historical,25.87,2.8
War and Peace,F. Scott Fitzgerald,1995,Adventure,19.67,4.3
Brave New World,Margaret Atwood,1959,Fantasy,29.52,1.9
To Kill a Mockingbird,Stephen King,1995,Mystery,16.74,4.2
War and Peace,Margaret Atwood,2010,Drama,27.93,1.1
War and Peace,George Orwell,1990,Romance,8.46,2.1
1984,George Orwell,1987,Thriller,10.94,2.3
1984,Jane Austen,2014,Historical,26.15,2.9
The Great Gatsby,Ernest Hemingway,2009,Adventure,6.23,2.6
Hamlet,Ernest Hemingway,2006,Horror,20.64,4.2
1984,J.K. Rowling,1966,Fantasy,11.95,1.4
1984,F. Scott Fitzgerald,1967,Historical,29.96,4.0
Pride and Prejudice,Jane Austen,1978,Mystery,24.14,3.7
Brave New World,Margaret Atwood,1980,Non-Fiction,9.49,4.8
Pride and Prejudice,J.K. Rowling,1955,Non-Fiction,6.37,1.9
Hamlet,Margaret Atwood,2003,Non-Fiction,16.31,1.0
To Kill a Mockingbird,George Orwell,1996,Non-Fiction,23.87,2.7
1984,Ernest Hemingway,1970,Romance,16.81,1.7
Brave New World,Margaret Atwood,2003,Historical,5.22,2.0
Pride and Prejudice,Mark Twain,2013,Non-Fiction,19.65,4.9
To Kill a Mockingbird,Ernest Hemingway,1979,Adventure,19.03,1.4
To Kill a Mockingbird,Ernest Hemingway,2006,Horror,24.54,3.6
The Odyssey,Ernest Hemingway,2019,Mystery,14.09,2.0
Pride and Prejudice,F. Scott Fitzgerald,1989,Adventure,23.39,2.6
Moby Dick,Jane Austen,2007,Romance,22.48,3.2
The Odyssey,Agatha Christie,1955,Drama,28.11,2.1
War and Peace,George Orwell,1998,Horror,7.82,4.4
1984,J.K. Rowling,1967,Mystery,16.69,4.9
To Kill a Mockingbird,Agatha Christie,1970,Romance,15.57,2.8
War and Peace,Margaret Atwood,2004,Sci-Fi,29.51,5.0
Moby Dick,Mark Twain,1986,Fantasy,8.02,4.9
War and Peace,Agatha Christie,1975,Fantasy,8.15,4.4
Pride and Prejudice,Stephen King,1951,Romance,24.97,4.1
Brave New World,Mark Twain,1964,Historical,5.91,4.0
Pride and Prejudice,Stephen King,2008,Non-Fiction,25.43,4.6
1984,Margaret Atwood,1993,Historical,16.42,2.1
The Great Gatsby,J.K. Rowling,1954,Sci-Fi,21.9,4.9
Brave New World,F. Scott Fitzgerald,1995,Horror,29.7,3.5
Moby Dick,F. Scott Fitzgerald,1962,Romance,21.44,1.5
Moby Dick,J.R.R. Tolkien,1979,Historical,24.53,3.4
Brave New World,Margaret Atwood,1955,Mystery,6.69,2.3
War and Peace,Agatha Christie,1967,Mystery,27.95,2.4
Ulysses,F. Scott Fitzgerald,2019,Adventure,15.35,4.5
1984,F. Scott Fitzgerald,1953,Mystery,26.47,1.9
To Kill a Mockingbird,Stephen King,1999,Horror,6.81,4.9
The Odyssey,Margaret Atwood,1996,Thriller,9.21,4.1
War and Peace,Jane Austen,2001,Mystery,21.22,2.8
The Great Gatsby,J.K. Rowling,1972,Fantasy,5.31,5.0
1984,F. Scott Fitzgerald,2020,Thriller,15.58,3.0
1984,George Orwell,1981,Romance,27.53,3.1
The Great Gatsby,Jane Austen,1977,Historical,21.4,2.7
Brave New World,Mark Twain,2005,Historical,17.87,2.8
Brave New World,Margaret Atwood,1960,Sci-Fi,27.67,2.8
Ulysses,J.K. Rowling,2005,Mystery,14.63,3.2
Hamlet,George Orwell,1983,Horror,28.65,1.0
The Odyssey,Agatha Christie,1957,Historical,13.61,3.2
Hamlet,Mark Twain,2003,Romance,15.17,2.8
Moby Dick,Agatha Christie,1989,Non-Fiction,18.68,2.5
To Kill a Mockingbird,Margaret Atwood,1998,Romance,16.84,2.5
Hamlet,F. Scott Fitzgerald,1958,Romance,15.2,4.2
The Great Gatsby,Jane Austen,1977,Thriller,26.01,1.7
Brave New World,Ernest Hemingway,2022,Romance,28.47,4.3
War and Peace,F. Scott Fitzgerald,2021,Drama,9.69,1.9
War and Peace,J.K. Rowling,2016,Fantasy,19.29,1.2
Moby Dick,Mark Twain,1988,Fantasy,15.71,2.2
Ulysses,F. Scott Fitzgerald,1979,Historical,13.21,4.9
Brave New World,Margaret Atwood,2014,Horror,24.41,2.4
Ulysses,J.K. Rowling,1985,Adventure,11.12,1.8
The Great Gatsby,George Orwell,1996,Sci-Fi,22.23,3.4
War and Peace,George Orwell,1998,Mystery,19.56,2.7
To Kill a Mockingbird,Ernest Hemingway,1969,Thriller,9.07,2.7
Pride and Prejudice,J.R.R. Tolkien,2003,Horror,10.44,4.6
Hamlet,J.K. Rowling,2004,Horror,27.66,2.2
Brave New World,J.K. Rowling,2016,Sci-Fi,24.92,2.9
War and Peace,J.R.R. Tolkien,1995,Romance,19.85,4.7
To Kill a Mockingbird,Stephen King,2002,Mystery,10.76,4.9
Moby Dick,George Orwell,1975,Sci-Fi,29.5,2.6
Moby Dick,J.K. Rowling,1996,Adventure,13.76,2.8
The Odyssey,Agatha Christie,1992,Historical,24.63,4.6
The Great Gatsby,Mark Twain,2017,Adventure,14.25,2.7
Moby Dick,F. Scott Fitzgerald,2008,Horror,8.4,5.0
Pride and Prejudice,Jane Austen,1991,Thriller,26.58,2.1
Pride and Prejudice,J.K. Rowling,1954,Horror,16.65,1.3
Moby Dick,Stephen King,2011,Non-Fiction,12.98,2.7
War and Peace,Agatha Christie,1956,Adventure,22.02,3.5
Hamlet,Stephen King,2004,Horror,21.42,4.5
Moby Dick,F. Scott Fitzgerald,2004,Romance,13.32,3.0
The Odyssey,Ernest Hemingway,1963,Horror,22.29,3.2
Pride and Prejudice,Ernest Hemingway,1968,Fantasy,28.61,3.5
To Kill a Mockingbird,Agatha Christie,1988,Mystery,8.04,2.8
Pride and Prejudice,George Orwell,1974,Thriller,26.94,1.5
1984,J.R.R. Tolkien,1996,Thriller,11.3,4.3
Hamlet,J.R.R. Tolkien,2010,Mystery,23.69,2.4
1984,J.K. Rowling,1985,Thriller,9.83,2.8
The Odyssey,Agatha Christie,1957,Thriller,7.99,1.3
War and Peace,Agatha Christie,1951,Drama,28.49,3.8
Moby Dick,J.R.R. Tolkien,2010,Sci-Fi,26.47,4.5
Hamlet,Mark Twain,1962,Romance,10.6,1.1
Brave New World,George Orwell,1982,Mystery,11.88,4.5
1984,F. Scott Fitzgerald,1975,Drama,19.31,2.5
The Odyssey,George Orwell,1967,Horror,18.36,3.6
To Kill a Mockingbird,Agatha Christie,1980,Mystery,12.88,2.4
The Odyssey,J.R.R. Tolkien,1979,Horror,12.73,2.2
Pride and Prejudice,Jane Austen,2010,Historical,5.81,2.5
The Odyssey,Stephen King,1999,Mystery,9.27,4.4
Hamlet,J.K. Rowling,1976,Adventure,18.46,1.2
Pride and Prejudice,Ernest Hemingway,2014,Historical,26.73,2.0
To Kill a Mockingbird,Ernest Hemingway,1986,Drama,19.48,3.5
Ulysses,Stephen King,1982,Drama,14.12,1.4
Moby Dick,Stephen King,1981,Sci-Fi,14.08,4.5
Pride and Prejudice,Mark Twain,1986,Thriller,29.38,3.7
Ulysses,Mark Twain,1969,Non-Fiction,19.69,1.6
War and Peace,Mark Twain,2011,Thriller,5.84,2.5
1984,F. Scott Fitzgerald,2022,Sci-Fi,15.31,4.9
Hamlet,Jane Austen,1967,Romance,25.57,4.9
Ulysses,J.R.R. Tolkien,2013,Romance,11.75,4.7
1984,George Orwell,1969,Horror,24.35,4.0
1984,Margaret Atwood,1950,Fantasy,28.09,3.7
1984,Mark Twain,2017,Thriller,13.5,4.0
The Great Gatsby,Mark Twain,2016,Sci-Fi,26.66,2.5
The Odyssey,J.K. Rowling,1991,Historical,15.88,1.0
1984,J.R.R. Tolkien,2014,Historical,18.6,2.1
Moby Dick,F. Scott Fitzgerald,1954,Adventure,10.55,3.6
1984,F. Scott Fitzgerald,1980,Non-Fiction,9.44,2.7
Hamlet,Mark Twain,2022,Drama,29.69,3.1
1984,Agatha Christie,1994,Fantasy,18.28,4.6
The Great Gatsby,Margaret Atwood,1953,Drama,20.11,2.1
The Odyssey,Stephen King,1976,Fantasy,8.88,4.3
Hamlet,J.R.R. Tolkien,2023,Fantasy,13.79,1.4
1984,Agatha Christie,1951,Adventure,13.41,4.0
Moby Dick,J.R.R. Tolkien,1985,Sci-Fi,8.41,2.1
Hamlet,Mark Twain,1961,Non-Fiction,6.35,3.8
War and Peace,J.K. Rowling,1981,Mystery,29.32,1.9
Moby Dick,Ernest Hemingway,1990,Drama,11.16,2.7
The Great Gatsby,Stephen King,1950,Mystery,17.02,1.7
Hamlet,Stephen King,2012,Sci-Fi,29.73,4.6
To Kill a Mockingbird,J.K. Rowling,2002,Horror,21.93,1.8
Ulysses,J.R.R. Tolkien,2003,Drama,12.73,4.2
Hamlet,J.K. Rowling,1955,Non-Fiction,6.21,4.9
To Kill a Mockingbird,F. Scott Fitzgerald,1955,Non-Fiction,29.58,1.2
Moby Dick,J.K. Rowling,1968,Thriller,11.79,4.3
Hamlet,Margaret Atwood,2014,Drama,20.35,4.2
Ulysses,Ernest Hemingway,2005,Adventure,28.98,2.4
Hamlet,Stephen King,1982,Thriller,19.65,1.2
War and Peace,J.K. Rowling,2013,Non-Fiction,5.94,4.1
Pride and Prejudice,Jane Austen,1960,Sci-Fi,27.59,4.9
To Kill a Mockingbird,Stephen King,2015,Mystery,13.98,2.2
Brave New World,Ernest Hemingway,1980,Mystery,25.23,2.5
Brave New World,Jane Austen,1953,Adventure,16.06,2.2
Pride and Prejudice,F. Scott Fitzgerald,1975,Adventure,17.17,3.0
Pride and Prejudice,Agatha Christie,1984,Mystery,23.0,4.2
The Great Gatsby,Ernest Hemingway,1967,Fantasy,21.26,1.7
Hamlet,Mark Twain,1950,Romance,29.43,1.7
1984,Ernest Hemingway,2019,Mystery,17.42,3.3
Moby Dick,Ernest Hemingway,2005,Historical,5.16,2.0
To Kill a Mockingbird,F. Scott Fitzgerald,1971,Horror,25.19,2.7
1984,J.K. Rowling,2007,Horror,7.27,4.3
1984,Jane Austen,2000,Sci-Fi,7.49,3.8
Pride and Prejudice,Stephen King,2019,Fantasy,14.03,5.0
War and Peace,Margaret Atwood,1965,Horror,9.41,1.9
1984,George Orwell,1977,Adventure,16.48,2.8
Brave New World,F. Scott Fitzgerald,2010,Sci-Fi,8.38,4.2
The Odyssey,George Orwell,1982,Fantasy,25.49,1.4
The Great Gatsby,J.K. Rowling,1953,Drama,21.43,4.2
Brave New World,Stephen King,2003,Mystery,25.68,2.2
The Great Gatsby,Ernest Hemingway,2023,Historical,23.73,4.8
To Kill a Mockingbird,George Orwell,1952,Drama,17.9,2.7
Brave New World,Margaret Atwood,1973,Horror,26.95,4.5
Hamlet,F. Scott Fitzgerald,2010,Non-Fiction,10.79,3.0
War and Peace,F. Scott Fitzgerald,1972,Sci-Fi,28.2,3.2
War and Peace,Ernest Hemingway,1988,Adventure,8.63,4.0
Moby Dick,George Orwell,1951,Fantasy,24.55,1.9
To Kill a Mockingbird,Mark Twain,1980,Mystery,14.75,2.8
1984,Ernest Hemingway,2008,Romance,5.4,3.1
1984,Mark Twain,1968,Non-Fiction,6.03,3.1
Hamlet,George Orwell,1965,Thriller,25.97,4.4
War and Peace,Mark Twain,1958,Fantasy,14.67,3.9
The Great Gatsby,Ernest Hemingway,1972,Sci-Fi,13.74,2.2
Brave New World,George Orwell,1998,Romance,24.94,1.6
To Kill a Mockingbird,Agatha Christie,1957,Mystery,24.93,1.1
The Great Gatsby,George Orwell,1967,Mystery,7.57,1.0
Brave New World,Stephen King,2002,Mystery,16.41,1.7
1984,Stephen King,2012,Romance,13.31,4.2
Moby Dick,Stephen King,1953,Mystery,28.86,3.8
Moby Dick,Jane Austen,2016,Mystery,27.94,3.3
Pride and Prejudice,Jane Austen,1991,Historical,13.77,2.5
Brave New World,George Orwell,1990,Historical,19.02,2.6
The Odyssey,Mark Twain,2021,Adventure,6.19,2.2
Ulysses,Agatha Christie,1985,Thriller,28.53,3.6
Ulysses,Stephen King,1997,Horror,5.21,4.1
Moby Dick,Agatha Christie,2005,Thriller,5.43,1.0
War and Peace,Mark Twain,2003,Non-Fiction,23.85,4.2
Brave New World,F. Scott Fitzgerald,1974,Romance,16.01,4.2
Brave New World,F. Scott Fitzgerald,2003,Drama,7.59,3.1
To Kill a Mockingbird,George Orwell,1978,Mystery,17.24,1.2
Brave New World,F. Scott Fitzgerald,1997,Drama,15.15,4.9
1984,F. Scott Fitzgerald,1954,Mystery,10.06,2.9
War and Peace,Margaret Atwood,2014,Historical,12.13,3.5
Hamlet,Mark Twain,1989,Adventure,27.59,1.6
Brave New World,Agatha Christie,1998,Horror,16.21,1.3
Hamlet,Agatha Christie,1985,Mystery,27.42,4.5
To Kill a Mockingbird,F. Scott Fitzgerald,2011,Sci-Fi,11.19,4.3
The Great Gatsby,George Orwell,1957,Fantasy,25.89,3.2
War and Peace,Stephen King,1963,Non-Fiction,8.37,4.2
War and Peace,J.K. Rowling,1968,Thriller,16.24,4.1
Moby Dick,J.K. Rowling,1999,Thriller,18.77,4.0
The Great Gatsby,Agatha Christie,2002,Historical,16.44,1.9
To Kill a Mockingbird,Ernest Hemingway,2007,Sci-Fi,11.54,1.8
War and Peace,George Orwell,1977,Fantasy,10.85,3.7
War and Peace,George Orwell,1955,Romance,20.63,1.5
War and Peace,J.R.R. Tolkien,1963,Fantasy,26.96,4.2
The Great Gatsby,Ernest Hemingway,1999,Non-Fiction,16.62,1.9
Brave New World,J.K. Rowling,1985,Drama,23.21,4.8
Brave New World,J.R.R. Tolkien,1992,Thriller,5.79,2.6
Hamlet,J.R.R. Tolkien,1961,Mystery,11.02,4.9
War and Peace,Agatha Christie,1959,Mystery,22.04,3.3
1984,F. Scott Fitzgerald,1959,Romance,13.9,3.9
Moby Dick,Ernest Hemingway,2008,Adventure,11.16,3.2
Pride and Prejudice,Jane Austen,1965,Historical,19.87,3.7
Hamlet,Stephen King,1995,Romance,27.99,3.5
War and Peace,J.R.R. Tolkien,1964,Mystery,25.65,1.9
Brave New World,Jane Austen,1968,Adventure,17.45,1.4
The Odyssey,Ernest Hemingway,1997,Romance,25.71,1.0
War and Peace,Margaret Atwood,2014,Historical,18.34,3.6
Hamlet,Ernest Hemingway,2022,Romance,10.06,1.8
Moby Dick,Margaret Atwood,1969,Adventure,25.54,2.9
1984,George Orwell,1972,Drama,5.26,3.4
To Kill a Mockingbird,George Orwell,1992,Mystery,8.22,2.9
The Odyssey,Agatha Christie,1968,Fantasy,6.58,2.3
Brave New World,J.R.R. Tolkien,1996,Historical,13.52,2.4
War and Peace,Mark Twain,1974,Historical,27.45,3.4
Moby Dick,J.K. Rowling,2006,Sci-Fi,15.86,3.7
The Great Gatsby,F. Scott Fitzgerald,1991,Non-Fiction,28.62,4.0
Brave New World,Ernest Hemingway,2017,Thriller,25.53,3.6
War and Peace,Stephen King,1998,Fantasy,29.46,3.7
The Odyssey,Margaret Atwood,1954,Adventure,10.89,1.1
Moby Dick,Stephen King,1997,Historical,17.06,4.7
Moby Dick,Stephen King,1971,Romance,26.43,2.9
Moby Dick,Mark Twain,1954,Adventure,6.04,4.7
Hamlet,Agatha Christie,1985,Historical,9.05,4.5
To Kill a Mockingbird,Mark Twain,2006,Fantasy,11.0,2.1
The Great Gatsby,George Orwell,1959,Historical,14.19,4.5
To Kill a Mockingbird,Stephen King,1969,Mystery,12.33,3.3
War and Peace,George Orwell,2007,Horror,26.96,1.1
Brave New World,F. Scott Fitzgerald,2006,Historical,19.47,3.6
War and Peace,George Orwell,1990,Drama,20.32,1.6
The Odyssey,Agatha Christie,2020,Sci-Fi,14.35,3.5
The Odyssey,F. Scott Fitzgerald,1971,Mystery,18.43,1.8
Ulysses,Stephen King,1977,Sci-Fi,6.66,3.0
War and Peace,Ernest Hemingway,1957,Non-Fiction,29.12,4.4
Pride and Prejudice,F. Scott Fitzgerald,1998,Horror,25.97,4.8
Moby Dick,Agatha Christie,1974,Mystery,23.58,4.0
Moby Dick,Jane Austen,1991,Sci-Fi,20.9,4.6
Moby Dick,George Orwell,1977,Thriller,22.79,3.9
To Kill a Mockingbird,J.K. Rowling,2023,Horror,22.51,2.3
The Odyssey,Jane Austen,1996,Drama,11.77,3.9
The Great Gatsby,George Orwell,1980,Thriller,14.06,3.4
War and Peace,Stephen King,1980,Drama,27.59,3.3
1984,Agatha Christie,1953,Romance,27.69,1.4
1984,Stephen King,2016,Romance,20.8,3.5
Moby Dick,George Orwell,1987,Mystery,25.13,4.2
Hamlet,Jane Austen,2005,Drama,28.84,3.1
War and Peace,Stephen King,1968,Drama,19.81,3.5
1984,Mark Twain,2005,Mystery,7.03,4.3
Moby Dick,Stephen King,1960,Adventure,11.32,3.9
Hamlet,J.K. Rowling,1992,Romance,19.97,4.9
Ulysses,F. Scott Fitzgerald,2013,Adventure,10.26,3.1
The Odyssey,J.K. Rowling,2005,Mystery,25.5,4.5
Ulysses,Margaret Atwood,1989,Mystery,7.67,3.6
Hamlet,Jane Austen,1953,Sci-Fi,18.84,3.7
The Great Gatsby,Jane Austen,1955,Romance,24.13,3.1
War and Peace,Mark Twain,1993,Non-Fiction,11.86,1.7
Moby Dick,J.K. Rowling,1956,Fantasy,21.99,1.6
Brave New World,Agatha Christie,1991,Sci-Fi,25.44,4.2
Pride and Prejudice,J.R.R. Tolkien,1977,Horror,25.81,4.4
Brave New World,Mark Twain,1963,Sci-Fi,11.6,4.8
1984,Agatha Christie,1985,Thriller,9.79,1.3
The Odyssey,J.R.R. Tolkien,1995,Sci-Fi,20.8,3.7
War and Peace,Stephen King,1991,Adventure,6.89,1.8
Ulysses,Mark Twain,2017,Mystery,12.94,2.0
War and Peace,Mark Twain,1989,Fantasy,11.92,2.0
Brave New World,George Orwell,2018,Non-Fiction,25.93,3.4
The Great Gatsby,George Orwell,1998,Drama,18.65,1.0
Brave New World,J.R.R. Tolkien,1995,Horror,21.27,2.9
To Kill a Mockingbird,J.K. Rowling,1969,Thriller,29.1,1.2
The Great Gatsby,J.K. Rowling,1988,Drama,23.56,4.7
War and Peace,Stephen King,1979,Non-Fiction,19.61,2.2
1984,Mark Twain,1988,Horror,28.11,2.2
Moby Dick,Agatha Christie,2019,Thriller,18.44,1.9
The Odyssey,George Orwell,1998,Fantasy,13.25,4.4
Hamlet,George Orwell,1998,Mystery,18.52,3.9
The Odyssey,Stephen King,1975,Romance,9.52,3.0
The Odyssey,J.R.R. Tolkien,1979,Romance,16.2,2.3
To Kill a Mockingbird,George Orwell,2002,Non-Fiction,10.51,4.9
Moby Dick,Mark Twain,2002,Historical,13.89,4.4
War and Peace,Stephen King,1962,Drama,24.63,4.7
Moby Dick,Mark Twain,1987,Adventure,24.89,1.6
To Kill a Mockingbird,F. Scott Fitzgerald,1985,Thriller,28.69,4.0
Brave New World,J.R.R. Tolkien,2022,Historical,11.45,1.7
War and Peace,J.K. Rowling,1951,Fantasy,20.59,4.7
Ulysses,Jane Austen,1978,Mystery,14.52,1.6
Brave New World,Agatha Christie,1995,Mystery,28.73,3.6
1984,Jane Austen,1973,Adventure,5.93,2.4
To Kill a Mockingbird,Margaret Atwood,2009,Mystery,16.5,1.1
Brave New World,J.R.R. Tolkien,1979,Romance,26.1,4.3
Pride and Prejudice,Jane Austen,1950,Fantasy,6.78,3.7
Brave New World,J.R.R. Tolkien,1960,Drama,19.75,3.2
War and Peace,Stephen King,1974,Historical,11.53,1.3
The Odyssey,George Orwell,1964,Fantasy,8.72,2.5
The Odyssey,F. Scott Fitzgerald,1987,Horror,8.97,2.0
Brave New World,Agatha Christie,1990,Romance,22.12,4.3
To Kill a Mockingbird,Agatha Christie,2009,Mystery,20.45,1.1
Brave New World,J.K. Rowling,1997,Historical,5.04,2.2
War and Peace,J.R.R. Tolkien,1979,Sci-Fi,8.47,4.4
Ulysses,J.K. Rowling,1972,Romance,20.04,3.4
War and Peace,F. Scott Fitzgerald,2020,Sci-Fi,29.44,3.3
War and Peace,Jane Austen,2001,Horror,16.14,4.2
Pride and Prejudice,Mark Twain,1958,Historical,27.3,4.0
Hamlet,Ernest Hemingway,2012,Adventure,7.87,3.3
War and Peace,Jane Austen,2006,Non-Fiction,16.09,2.4
The Odyssey,Mark Twain,2011,Historical,19.21,2.9
Pride and Prejudice,Agatha Christie,2009,Historical,9.43,5.0
War and Peace,Stephen King,1995,Historical,11.86,2.1
Ulysses,Margaret Atwood,1977,Historical,24.59,4.7
The Odyssey,George Orwell,1990,Fantasy,11.1,3.9
The Odyssey,Jane Austen,1977,Historical,10.13,2.5
Hamlet,George Orwell,1968,Romance,20.2,1.2
The Odyssey,J.R.R. Tolkien,1955,Adventure,24.47,4.4
To Kill a Mockingbird,Agatha Christie,2012,Fantasy,26.33,4.0
To Kill a Mockingbird,Agatha Christie,2008,Historical,17.25,2.0
Pride and Prejudice,J.K. Rowling,1965,Non-Fiction,7.39,4.1
War and Peace,Ernest Hemingway,2000,Mystery,10.11,2.0
Ulysses,Margaret Atwood,1978,Drama,7.6,3.9
The Great Gatsby,F. Scott Fitzgerald,1987,Romance,21.25,1.7
War and Peace,J.K. Rowling,1980,Fantasy,26.24,3.6
War and Peace,Margaret Atwood,2017,Fantasy,26.2,1.1
Moby Dick,Ernest Hemingway,1991,Sci-Fi,27.49,4.6
1984,F. Scott Fitzgerald,1969,Adventure,10.6,3.7
Brave New World,Margaret Atwood,2004,Romance,18.38,4.8
Hamlet,Jane Austen,1985,Thriller,14.17,1.2
War and Peace,F. Scott Fitzgerald,2011,Drama,9.37,2.8
Hamlet,Mark Twain,1959,Thriller,9.37,1.3
Moby Dick,Mark Twain,2016,Drama,25.62,4.8
The Odyssey,Margaret Atwood,1988,Historical,12.78,3.5
Brave New World,Ernest Hemingway,1964,Thriller,25.35,4.3
Pride and Prejudice,J.K. Rowling,1992,Sci-Fi,23.09,2.7
To Kill a Mockingbird,Mark Twain,1976,Historical,19.16,1.2
1984,Ernest Hemingway,1950,Sci-Fi,14.38,4.7
War and Peace,J.R.R. Tolkien,1994,Thriller,23.88,4.3
